institution_name,id,url,institution_code_number,institution_type,beginning_of_activity,state,address,post_code,place,headquarters_name,headquarters_address,post_code,city,country,subscribed_capital,paid_up_capital,related_decisions,published_accounts
"ICHEQUE NETWORK LTD",9927,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9927",7604,"Free Provision of Services by EU Electronic Money Institutions",2012-08-17,"Active",,,,,,,,"Reino Unido",,,,
"SUPER C - SUPERGRUPOS, SOCIEDADE PROMOTORA E ADMINISTRADORA DE COMPRAS EM GRUPO, SA",8871,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8871",508,"Group-Purchase Managing Companies",1988-07-21,"Active","RUA ACTOR TABORDA, 44 - A","1000-008 LISBOA","LISBOA",,,"1000-008 LISBOA",,,499000.00,499000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=SUPER+C+-+SUPERGRUPOS%2c+SOCIEDADE+PROMOTORA+E+ADMINISTRADORA+DE+COMPRAS+EM+GRUPO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=SUPER+C+-+SUPERGRUPOS%2c+SOCIEDADE+PROMOTORA+E+ADMINISTRADORA+DE+COMPRAS+EM+GRUPO%2c+SA"
"MUNDIAL - AGÊNCIA DE CÂMBIOS, LDA",8598,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8598",413,"Exchange Offices",1996-08-05,"Active","PRAÇA DOM PEDRO IV, 75","1100-202 LISBOA","LISBOA",,,"1100-202 LISBOA",,,815000.00,815000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=MUNDIAL+-+AG%c3%8aNCIA+DE+C%c3%82MBIOS%2c+LDA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=MUNDIAL+-+AG%c3%8aNCIA+DE+C%c3%82MBIOS%2c+LDA"
"LCC TRANS SENDING LIMITED",9204,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9204",8806,"EU Payment Institutions with tied Agents",2010-10-01,"Active",,,,,,,,"Reino Unido",,,,
"BANCO L.J. CARREGOSA, SA",9894,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9894",235,"Banks",2001-04-30,"Active","AVENIDA  DA BOAVISTA, 1083","4100-129 PORTO","PORTO",,,"4100-129 PORTO",,,20000000.00,20000000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=BANCO+L.J.+CARREGOSA%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=BANCO+L.J.+CARREGOSA%2c+SA"
"SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED",8854,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8854",9338,"Free Provision of Services by EU Credit Institutions",2003-05-20,"Active",,,,,,,,"Reino Unido",,,,
"ALLIED TRUST BANK LIMITED",8656,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8656",9149,"Free Provision of Services by EU Credit Institutions",1996-02-23,"Active",,,,,,,,"Reino Unido",,,,
"INFINITY INTERNATIONAL LIMITED",9287,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9287",8866,"Free Provision of Services by EU Payment Institutions",2012-03-22,"Active",,,,,,,,"Reino Unido",,,,
"OPTIMAL PAYMENTS LIMITED",9921,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9921",7613,"Free Provision of Services by EU Electronic Money Institutions",,"Active",,,,,,,,"Reino Unido",,,,
"IW BANK SPA",8912,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8912",9393,"Free Provision of Services by EU Credit Institutions",2005-05-31,"Active",,,,,,,,"Itália",,,,
"CLEAR CURRENCY FOREIGN EXCHANGE RISK MANAGEMENT LLP",9292,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9292",8868,"Free Provision of Services by EU Payment Institutions",2012-04-05,"Active",,,,,,,,"Reino Unido",,,,
"HELLER BANK AG",8994,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8994",9468,"Free Provision of Services by EU Credit Institutions",2007-09-21,"Active",,,,,,,,"Alemanha",,,,
"GPS CAPITAL MARKETS LIMITED",9329,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9329",8881,"Free Provision of Services by EU Payment Institutions",2013-01-04,"Active",,,,,,,,"Reino Unido",,,,
"MORGAN STANLEY BANK INTERNATIONAL LIMITED",8966,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8966",9443,"Free Provision of Services by EU Credit Institutions",2006-12-28,"Active",,,,,,,,"Reino Unido",,,,
"AMERICAN EXPRESS CARD ESPAÑA, SAU",9258,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9258",8849,"Free Provision of Services by EU Payment Institutions",2011-12-05,"Active",,,,,,,,"Espanha",,,,
"SATABANK PLC",10082,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10082",9640,"Free Provision of Services by EU Credit Institutions",2014-12-17,"Active",,,,,,,,"Malta",,,,
"HSBC BANK PLC",8665,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8665",9160,"Free Provision of Services by EU Credit Institutions",1996-08-30,"Active",,,,,,,,"Reino Unido",,,,
"BNP PARIBAS FACTOR - INSTITUIÇÃO FINANCEIRA DE CRÉDITO, SA",9411,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9411",642,"Credit Financial Institutions",1987-11-02,"Active","AVENIDA DA  BOAVISTA, Nº 3523, 6º,  SUL","4100-139 PORTO","PORTO",,,"4100-139 PORTO",,,13150000.00,13150000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=BNP+PARIBAS+FACTOR+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=BNP+PARIBAS+FACTOR+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA"
"NEMEA BANK PLC",9089,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9089",9544,"Free Provision of Services by EU Credit Institutions",2009-09-17,"Active",,,,,,,,"Malta",,,,
"MATLOCK BANK LIMITED",8604,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8604",9093,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"POPULAR GESTÃO DE ACTIVOS - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO , SA",9542,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9542",835,"Securities Investment Fund Management Companies",1993-06-21,"Active","RUA  RAMALHO ORTIGÃO, Nº 51","1099-090 LISBOA","LISBOA",,,"1099-090 LISBOA",,,675000.00,675000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=POPULAR+GEST%c3%83O+DE+ACTIVOS+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=POPULAR+GEST%c3%83O+DE+ACTIVOS+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+%2c+SA"
"THE CURRENCY CLOUD LIMITED",10123,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10123",7643,"Free Provision of Services by EU Electronic Money Institutions",2015-04-30,"Active",,,,,,,,"Reino Unido",,,,
"IRONFX GLOBAL LIMITED, REPRESENTAÇÃO PERMANENTE",9955,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9955",8514,"Representatives Offices of Credit Institutions with Head Offices Abroad",2013-09-21,"Active","AV. DAS FORÇAS ARMADAS, 125 - 12º","3106","LISBOA","IRONFX GLOBAL LIMITED","17, GR. XENOPOULOU","3106","LIMASSOL","Chipre",,,,
"ANZ GRINDLAYS BANK PLC",8532,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8532",9017,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"SMART VOUCHER LIMITED",8953,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8953",9432,"Free Provision of Services by EU Electronic Money Institutions",2006-09-01,"Active",,,,,,,,"Reino Unido",,,,
"WA INTERNATIONAL LIMITED",9323,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9323",8878,"Free Provision of Services by EU Payment Institutions",,"Active",,,,,,,,"Reino Unido",,,,
"JYSKE BANK",8594,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8594",9084,"Free Provision of Services by EU Credit Institutions",1994-11-07,"Active",,,,,,,,"Dinamarca",,,,
"BANK OF MONTREAL IRELAND PLC",9107,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9107",9553,"Free Provision of Services by EU Credit Institutions",2010-07-16,"Active",,,,,,,,"Irlanda",,,,
"GOLDENWAY GLOBAL INVESTMENTS (UK) LTD",10139,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10139",9811,"Free Provision of Services by EU Payment Institutions",2015-03-31,"Active",,,,,,,,"Reino Unido",,,,
"BANCO DO BRASIL AG - SUCURSAL EM PORTUGAL",9896,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9896",22,"Branches of Credit Institutions with Head Office in the EU",2009-01-01,"Active","AVENIDA DA REPÚBLICA, Nº 35 - 7º","1050-186 LISBOA","LISBOA","BANCO DO BRASIL AKTIENGESELLSCHAFT","FRANZ JOSEFS - KAI 47, 3.OG  1010 WIEN","1050-186 LISBOA","WIEN","Áustria",,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=BANCO+DO+BRASIL+AG+-+SUCURSAL+EM+PORTUGAL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=BANCO+DO+BRASIL+AG+-+SUCURSAL+EM+PORTUGAL"
"GNB - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO, SA",9529,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9529",816,"Real Estate Investment Fund Management Companies",1992-09-29,"Active","AVENIDA  ÁLVARES CABRAL, 41","1250-015 LISBOA","LISBOA",,,"1250-015 LISBOA",,,1250000.00,1250000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=GNB+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=GNB+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA"
"BANKINTER LUXEMBOURG, SA",8861,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8861",9344,"Free Provision of Services by EU Credit Institutions",2003-08-07,"Active",,,,,,,,"Luxemburgo",,,,
"DE LAGE LANDEN INTERNATIONAL, B.V. - SUCURSAL EM PORTUGAL",8490,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8490",259,"Branches of Credit Institutions with Head Office in the EU",2008-04-14,"Active","RUA DOS MALHÕES - EDIFÍCIO D. MANUEL I, PISO 0, QUINTA DA FONTE","2770-071 PAÇO DE ARCOS","PAÇO DE ARCOS","DE LAGE LANDEN INTERNATIONAL, B.V.","VESTDIJK 51, 5611CA EINDHOVEN","2770-071 PAÇO DE ARCOS","EINDHOVEN","Holanda",,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=DE+LAGE+LANDEN+INTERNATIONAL%2c+B.V.+-+SUCURSAL+EM+PORTUGAL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=DE+LAGE+LANDEN+INTERNATIONAL%2c+B.V.+-+SUCURSAL+EM+PORTUGAL"
"COÖPERATIEVE VERENIGING SMART2PAY GLOBAL SERVICES U.A",9245,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9245",8843,"Free Provision of Services by EU Payment Institutions",2011-09-19,"Active",,,,,,,,"Holanda",,,,
"UNICREDIT BANK AUSTRIA AG",8685,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8685",9183,"Free Provision of Services by EU Credit Institutions",1997-04-08,"Active",,,,,,,,"Áustria",,,,
"BANCO BPI, SA",9574,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9574",10,"Banks",1995-11-30,"Active","RUA TENENTE VALADIM, 284","4100-476 PORTO","PORTO",,,"4100-476 PORTO",,,1293063324.98,1293063324.98,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=BANCO+BPI%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=BANCO+BPI%2c+SA"
"STERLING EXCHANGE LIMITED",9227,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9227",8824,"Free Provision of Services by EU Payment Institutions",2011-04-27,"Active",,,,,,,,"Reino Unido",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE TERRAS DE VIRIATO, CRL",9741,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9741",3470,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",2007-05-24,"Active","PRAÇA DO MUNICÍPIO","3520-001 NELAS","NELAS",,,"3520-001 NELAS",,,11212055.00,11212055.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+TERRAS+DE+VIRIATO%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+TERRAS+DE+VIRIATO%2c+CRL"
"BANQUE NATIONALE DE PARIS GUYANE",8542,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8542",9031,"Free Provision of Services by EU Credit Institutions",1993-08-05,"Active",,,,,,,,"França",,,,
"INGENICO FINANCIAL SOLUTIONS NV",9923,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9923",7600,"Free Provision of Services by EU Electronic Money Institutions",2012-06-01,"Active",,,,,,,,"Bélgica",,,,
"MARGUEIRA - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO SA",9558,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9558",859,"Real Estate Investment Fund Management Companies",1995-11-22,"Active","PARQUE TECNOLÓGICO DA MUTELA, AVENIDA ALIANÇA POVO MFA","2800-253 ALMADA","ALMADA",,,"2800-253 ALMADA",,,500000.00,500000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=MARGUEIRA+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=MARGUEIRA+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO+SA"
"ABN AMRO BANK, NV",9099,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9099",9546,"Free Provision of Services by EU Credit Institutions",2010-02-06,"Active",,,,,,,,"Holanda",,,,
"OPAL TRANSFER LIMITED",9213,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9213",8812,"Free Provision of Services by EU Payment Institutions",2011-03-21,"Active",,,,,,,,"Reino Unido",,,,
"KOMMUNALKREDIT AUSTRIA AG",8894,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8894",9374,"Free Provision of Services by EU Credit Institutions",2004-10-06,"Active",,,,,,,,"Áustria",,,,
"TTT MONEYCORP LTD",9188,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9188",8791,"Free Provision of Services by EU Payment Institutions",2009-11-17,"Active",,,,,,,,"Reino Unido",,,,
"MNF GESTÃO DE ACTIVOS - SGFIM, SA",8522,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8522",338,"Securities Investment Fund Management Companies",2008-10-03,"Active","AV. DA LIBERDADE, Nº. 245, 5º. B","1250-143 LISBOA","LISBOA",,,"1250-143 LISBOA",,,750000.00,750000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=MNF+GEST%c3%83O+DE+ACTIVOS+-+SGFIM%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=MNF+GEST%c3%83O+DE+ACTIVOS+-+SGFIM%2c+SA"
"ALLIED IRISH BANKS,  PLC",8702,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8702",9200,"Free Provision of Services by EU Credit Institutions",1998-07-06,"Active",,,,,,,,"Irlanda",,,,
"JSC LATVIJAS PASTA BANKA",9301,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9301",9593,"Free Provision of Services by EU Credit Institutions",2012-06-20,"Active",,,,,,,,"Letónia",,,,
"DIRECT PAYMENTS LIMITED",9981,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9981",8933,"Free Provision of Services by EU Payment Institutions",2013-11-21,"Active",,,,,,,,"Reino Unido",,,,
"WESTERN UNION PAYMENT SERVICES IRELAND LIMITED",9207,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9207",8754,"EU Payment Institutions with tied Agents",,"Active",,,,,,,,"Irlanda",,,,
"PAYMENTWORLD EUROPE LIMITED",10159,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10159",7646,"Free Provision of Services by EU Electronic Money Institutions",2015-08-17,"Active",,,,,,,,"Malta",,,,
"MACQUARIE BANK INTERNATIONAL LIMITED",9016,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9016",9488,"Free Provision of Services by EU Credit Institutions",2008-02-14,"Active",,,,,,,,"Reino Unido",,,,
"MINSTER TRUST LTD",8605,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8605",9094,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"MERCEDES-BENZ FINANCIAL SERVICES PORTUGAL - INSTITUIÇÃO FINANCEIRA DE CRÉDITO, SA",8399,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8399",306,"Credit Financial Institutions",2004-07-01,"Active","LUGAR DA ABRUNHEIRA, S. PEDRO DE PENAFERRIM","2714-530 SINTRA","S. PEDRO DE PENAFERRIM",,,"2714-530 SINTRA",,,18001000.00,18001000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=MERCEDES-BENZ+FINANCIAL+SERVICES+PORTUGAL+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=MERCEDES-BENZ+FINANCIAL+SERVICES+PORTUGAL+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA"
"AX MARKETS LIMITED PORTUGAL",8472,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8472",176,"Representatives Offices of Credit Institutions with Head Offices Abroad",2004-12-15,"Active","AVILA BUSINESS CENTER, AVENIDA JOÃO CRISÓSTOMO, N.º 30-5.º","1050-127 LISBOA","LISBOA","AX MARKETS LIMITED","HYTHE HOUSE, 337, CITY ROAD, LONDON EC4V 2AL","1050-127 LISBOA","LONDON","Reino Unido",,,,
"DEUTSCHE AUSGLEICHSBANK",8670,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8670",9165,"Free Provision of Services by EU Credit Institutions",1997-01-30,"Active",,,,,,,,"Alemanha",,,,
"BNI - BANCO DE NEGÓCIOS INTERNACIONAL (EUROPA), SA",10004,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10004",191,"Banks",2014-07-16,"Active","PRAÇA MARQUÊS DE POMBAL, Nº 16 - 3º","1269-134 LISBOA","LISBOA",,,"1269-134 LISBOA",,,34250000.00,34250000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=BNI+-+BANCO+DE+NEG%c3%93CIOS+INTERNACIONAL+(EUROPA)%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=BNI+-+BANCO+DE+NEG%c3%93CIOS+INTERNACIONAL+(EUROPA)%2c+SA"
"DEPFA ACS BANK",8836,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8836",9323,"Free Provision of Services by EU Credit Institutions",2002-10-15,"Active",,,,,,,,"Irlanda",,,,
"DEUTSCHE SCHIFFSBANK AKTIENGESELLSCHAFT",8650,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8650",9142,"Free Provision of Services by EU Credit Institutions",1995-07-20,"Active",,,,,,,,"Alemanha",,,,
"EUROHYPO AKTIENGESELLSCHAFT",8705,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8705",9202,"Free Provision of Services by EU Credit Institutions",1998-09-15,"Active",,,,,,,,"Alemanha",,,,
"BPI GESTÃO DE ACTIVOS - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO MOBILIÁRIO, SA",9351,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9351",580,"Securities Investment Fund Management Companies",1991-01-24,"Active","LARGO JEAN MONNET, 1, 5º","1269-067 LISBOA","LISBOA",,,"1269-067 LISBOA",,,2500000.00,2500000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=BPI+GEST%c3%83O+DE+ACTIVOS+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+MOBILI%c3%81RIO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=BPI+GEST%c3%83O+DE+ACTIVOS+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+MOBILI%c3%81RIO%2c+SA"
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DA ZONA DO PINHAL, CRL",9752,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9752",4110,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1981-03-20,"Active","PRAÇA DA REPÚBLICA, 31","6100-740 SERTÃ","SERTÃ",,,"6100-740 SERTÃ",,,12215150.00,12215150.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DA+ZONA+DO+PINHAL%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DA+ZONA+DO+PINHAL%2c+CRL"
"BANQUE PALATINE",8745,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8745",9238,"Free Provision of Services by EU Credit Institutions",2000-01-07,"Active",,,,,,,,"França",,,,
"SAFETYPAY EUROPE ENTIDAD DE PAGO, SA",9254,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9254",8847,"Free Provision of Services by EU Payment Institutions",2011-11-17,"Active",,,,,,,,"Espanha",,,,
"ASK PATRIMÓNIOS - SOCIEDADE GESTORA DE PATRIMÓNIOS, SA",8387,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8387",298,"Wealth Management Companies",2003-10-17,"Active","AVENIDA ÁLVARES CABRAL, Nº. 61, 7º,","1250-017 LISBOA","LISBOA",,,"1250-017 LISBOA",,,950000.00,950000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=ASK+PATRIM%c3%93NIOS+-+SOCIEDADE+GESTORA+DE+PATRIM%c3%93NIOS%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=ASK+PATRIM%c3%93NIOS+-+SOCIEDADE+GESTORA+DE+PATRIM%c3%93NIOS%2c+SA"
"ULSTER BANK IRELAND LIMITED",8881,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8881",9363,"Free Provision of Services by EU Credit Institutions",2004-06-28,"Active",,,,,,,,"Irlanda",,,,
"BANQUE ET CAISSE D'EPARGNE DE L'ETAT LUXEMBOURG",8541,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8541",9029,"Free Provision of Services by EU Credit Institutions",1994-04-07,"Active",,,,,,,,"Luxemburgo",,,,
"BANQUE HAVILLAND SA",9090,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9090",9545,"Free Provision of Services by EU Credit Institutions",2009-10-20,"Active",,,,,,,,"Luxemburgo",,,,
